expanded_conv-input:32x32x24-output:32x32x40-expand:3-kernel:3-stride:1-idskip:0,1.40368
expanded_conv-input:32x32x24-output:32x32x40-expand:6-kernel:3-stride:1-idskip:0,2.57591
expanded_conv-input:32x32x24-output:32x32x40-expand:3-kernel:5-stride:1-idskip:0,1.68874
expanded_conv-input:32x32x24-output:32x32x40-expand:6-kernel:5-stride:1-idskip:0,3.21336
expanded_conv-input:32x32x24-output:32x32x40-expand:3-kernel:7-stride:1-idskip:0,2.72306
expanded_conv-input:32x32x24-output:32x32x40-expand:6-kernel:7-stride:1-idskip:0,5.30611
expanded_conv-input:32x32x24-output:16x16x40-expand:3-kernel:3-stride:2-idskip:0,0.96836
expanded_conv-input:32x32x24-output:16x16x40-expand:6-kernel:3-stride:2-idskip:0,1.53368
expanded_conv-input:32x32x24-output:16x16x40-expand:3-kernel:5-stride:2-idskip:0,1.09177
expanded_conv-input:32x32x24-output:16x16x40-expand:6-kernel:5-stride:2-idskip:0,2.29352
expanded_conv-input:32x32x24-output:16x16x40-expand:3-kernel:7-stride:2-idskip:0,1.47001
expanded_conv-input:32x32x24-output:16x16x40-expand:6-kernel:7-stride:2-idskip:0,2.67952
expanded_conv-input:16x16x24-output:16x16x40-expand:3-kernel:3-stride:1-idskip:0,0.393391
expanded_conv-input:16x16x24-output:16x16x40-expand:6-kernel:3-stride:1-idskip:0,0.689434
expanded_conv-input:16x16x24-output:16x16x40-expand:3-kernel:5-stride:1-idskip:0,0.446958
expanded_conv-input:16x16x24-output:16x16x40-expand:6-kernel:5-stride:1-idskip:0,0.897126
expanded_conv-input:16x16x24-output:16x16x40-expand:3-kernel:7-stride:1-idskip:0,0.859101
expanded_conv-input:16x16x24-output:16x16x40-expand:6-kernel:7-stride:1-idskip:0,1.74357
expanded_conv-input:16x16x24-output:8x8x40-expand:3-kernel:3-stride:2-idskip:0,0.267056
expanded_conv-input:16x16x24-output:8x8x40-expand:6-kernel:3-stride:2-idskip:0,0.400289
expanded_conv-input:16x16x24-output:8x8x40-expand:3-kernel:5-stride:2-idskip:0,0.393803
expanded_conv-input:16x16x24-output:8x8x40-expand:6-kernel:5-stride:2-idskip:0,0.630882
expanded_conv-input:16x16x24-output:8x8x40-expand:3-kernel:7-stride:2-idskip:0,0.397359
expanded_conv-input:16x16x24-output:8x8x40-expand:6-kernel:7-stride:2-idskip:0,0.757438
expanded_conv-input:8x8x24-output:8x8x40-expand:3-kernel:3-stride:1-idskip:0,0.221706
expanded_conv-input:8x8x24-output:8x8x40-expand:6-kernel:3-stride:1-idskip:0,0.272314
expanded_conv-input:8x8x24-output:8x8x40-expand:3-kernel:5-stride:1-idskip:0,0.228556
expanded_conv-input:8x8x24-output:8x8x40-expand:6-kernel:5-stride:1-idskip:0,0.314949
expanded_conv-input:8x8x24-output:8x8x40-expand:3-kernel:7-stride:1-idskip:0,0.316091
expanded_conv-input:8x8x24-output:8x8x40-expand:6-kernel:7-stride:1-idskip:0,0.506641
expanded_conv-input:8x8x24-output:4x4x40-expand:3-kernel:3-stride:2-idskip:0,0.205975
expanded_conv-input:8x8x24-output:4x4x40-expand:6-kernel:3-stride:2-idskip:0,0.219247
expanded_conv-input:8x8x24-output:4x4x40-expand:3-kernel:5-stride:2-idskip:0,0.231608
expanded_conv-input:8x8x24-output:4x4x40-expand:6-kernel:5-stride:2-idskip:0,0.289985
expanded_conv-input:8x8x24-output:4x4x40-expand:3-kernel:7-stride:2-idskip:0,0.29522
expanded_conv-input:8x8x24-output:4x4x40-expand:6-kernel:7-stride:2-idskip:0,0.363495
expanded_conv-input:4x4x24-output:4x4x40-expand:3-kernel:3-stride:1-idskip:0,0.265509
expanded_conv-input:4x4x24-output:4x4x40-expand:6-kernel:3-stride:1-idskip:0,0.196802
expanded_conv-input:4x4x24-output:4x4x40-expand:3-kernel:5-stride:1-idskip:0,0.210723
expanded_conv-input:4x4x24-output:4x4x40-expand:6-kernel:5-stride:1-idskip:0,0.216501
expanded_conv-input:4x4x24-output:4x4x40-expand:3-kernel:7-stride:1-idskip:0,0.251177
expanded_conv-input:4x4x24-output:4x4x40-expand:6-kernel:7-stride:1-idskip:0,0.374926
expanded_conv-input:4x4x24-output:2x2x40-expand:3-kernel:3-stride:2-idskip:0,0.158064
expanded_conv-input:4x4x24-output:2x2x40-expand:6-kernel:3-stride:2-idskip:0,0.189315
expanded_conv-input:4x4x24-output:2x2x40-expand:3-kernel:5-stride:2-idskip:0,0.161423
expanded_conv-input:4x4x24-output:2x2x40-expand:6-kernel:5-stride:2-idskip:0,0.188405
expanded_conv-input:4x4x24-output:2x2x40-expand:3-kernel:7-stride:2-idskip:0,0.193655
expanded_conv-input:4x4x24-output:2x2x40-expand:6-kernel:7-stride:2-idskip:0,0.22777
expanded_conv-input:2x2x24-output:2x2x40-expand:3-kernel:3-stride:1-idskip:0,0.1147
expanded_conv-input:2x2x24-output:2x2x40-expand:6-kernel:3-stride:1-idskip:0,0.149295
expanded_conv-input:2x2x24-output:2x2x40-expand:3-kernel:5-stride:1-idskip:0,0.119299
expanded_conv-input:2x2x24-output:2x2x40-expand:6-kernel:5-stride:1-idskip:0,0.181576
expanded_conv-input:2x2x24-output:2x2x40-expand:3-kernel:7-stride:1-idskip:0,0.152132
expanded_conv-input:2x2x24-output:2x2x40-expand:6-kernel:7-stride:1-idskip:0,0.230419
expanded_conv-input:2x2x24-output:1x1x40-expand:3-kernel:3-stride:2-idskip:0,0.0866148
expanded_conv-input:2x2x24-output:1x1x40-expand:6-kernel:3-stride:2-idskip:0,0.122315
expanded_conv-input:2x2x24-output:1x1x40-expand:3-kernel:5-stride:2-idskip:0,0.101602
expanded_conv-input:2x2x24-output:1x1x40-expand:6-kernel:5-stride:2-idskip:0,0.160348
expanded_conv-input:2x2x24-output:1x1x40-expand:3-kernel:7-stride:2-idskip:0,0.117724
expanded_conv-input:2x2x24-output:1x1x40-expand:6-kernel:7-stride:2-idskip:0,0.18736
expanded_conv-input:32x32x24-output:32x32x80-expand:3-kernel:3-stride:1-idskip:0,1.659
expanded_conv-input:32x32x24-output:32x32x80-expand:6-kernel:3-stride:1-idskip:0,3.01507
expanded_conv-input:32x32x24-output:32x32x80-expand:3-kernel:5-stride:1-idskip:0,1.99183
expanded_conv-input:32x32x24-output:32x32x80-expand:6-kernel:5-stride:1-idskip:0,3.53097
expanded_conv-input:32x32x24-output:32x32x80-expand:3-kernel:7-stride:1-idskip:0,3.05312
expanded_conv-input:32x32x24-output:32x32x80-expand:6-kernel:7-stride:1-idskip:0,5.75443
expanded_conv-input:32x32x24-output:16x16x80-expand:3-kernel:3-stride:2-idskip:0,0.935997
expanded_conv-input:32x32x24-output:16x16x80-expand:6-kernel:3-stride:2-idskip:0,1.63672
expanded_conv-input:32x32x24-output:16x16x80-expand:3-kernel:5-stride:2-idskip:0,1.18072
expanded_conv-input:32x32x24-output:16x16x80-expand:6-kernel:5-stride:2-idskip:0,2.4163
expanded_conv-input:32x32x24-output:16x16x80-expand:3-kernel:7-stride:2-idskip:0,1.56128
expanded_conv-input:32x32x24-output:16x16x80-expand:6-kernel:7-stride:2-idskip:0,2.87227
expanded_conv-input:16x16x24-output:16x16x80-expand:3-kernel:3-stride:1-idskip:0,0.460662
expanded_conv-input:16x16x24-output:16x16x80-expand:6-kernel:3-stride:1-idskip:0,0.99119
expanded_conv-input:16x16x24-output:16x16x80-expand:3-kernel:5-stride:1-idskip:0,0.518398
expanded_conv-input:16x16x24-output:16x16x80-expand:6-kernel:5-stride:1-idskip:0,1.06393
expanded_conv-input:16x16x24-output:16x16x80-expand:3-kernel:7-stride:1-idskip:0,0.899406
expanded_conv-input:16x16x24-output:16x16x80-expand:6-kernel:7-stride:1-idskip:0,1.86084
expanded_conv-input:16x16x24-output:8x8x80-expand:3-kernel:3-stride:2-idskip:0,0.281587
expanded_conv-input:16x16x24-output:8x8x80-expand:6-kernel:3-stride:2-idskip:0,0.452473
expanded_conv-input:16x16x24-output:8x8x80-expand:3-kernel:5-stride:2-idskip:0,0.345485
