expanded_conv-input:32x32x24-output:32x32x40-expand:3-kernel:3-stride:1-idskip:0,0.779797
expanded_conv-input:32x32x24-output:32x32x40-expand:6-kernel:3-stride:1-idskip:0,1.98986
expanded_conv-input:32x32x24-output:32x32x40-expand:3-kernel:5-stride:1-idskip:0,0.987802
expanded_conv-input:32x32x24-output:32x32x40-expand:6-kernel:5-stride:1-idskip:0,2.19266
expanded_conv-input:32x32x24-output:32x32x40-expand:3-kernel:7-stride:1-idskip:0,1.70774
expanded_conv-input:32x32x24-output:32x32x40-expand:6-kernel:7-stride:1-idskip:0,3.60553
expanded_conv-input:32x32x24-output:16x16x40-expand:3-kernel:3-stride:2-idskip:0,0.376562
expanded_conv-input:32x32x24-output:16x16x40-expand:6-kernel:3-stride:2-idskip:0,0.866715
expanded_conv-input:32x32x24-output:16x16x40-expand:3-kernel:5-stride:2-idskip:0,0.511493
expanded_conv-input:32x32x24-output:16x16x40-expand:6-kernel:5-stride:2-idskip:0,1.14297
expanded_conv-input:32x32x24-output:16x16x40-expand:3-kernel:7-stride:2-idskip:0,0.68733
expanded_conv-input:32x32x24-output:16x16x40-expand:6-kernel:7-stride:2-idskip:0,1.45543
expanded_conv-input:16x16x24-output:16x16x40-expand:3-kernel:3-stride:1-idskip:0,0.232062
expanded_conv-input:16x16x24-output:16x16x40-expand:6-kernel:3-stride:1-idskip:0,0.417606
expanded_conv-input:16x16x24-output:16x16x40-expand:3-kernel:5-stride:1-idskip:0,0.284504
expanded_conv-input:16x16x24-output:16x16x40-expand:6-kernel:5-stride:1-idskip:0,0.479028
expanded_conv-input:16x16x24-output:16x16x40-expand:3-kernel:7-stride:1-idskip:0,0.455986
expanded_conv-input:16x16x24-output:16x16x40-expand:6-kernel:7-stride:1-idskip:0,0.807202
expanded_conv-input:16x16x24-output:8x8x40-expand:3-kernel:3-stride:2-idskip:0,0.157968
expanded_conv-input:16x16x24-output:8x8x40-expand:6-kernel:3-stride:2-idskip:0,0.234622
expanded_conv-input:16x16x24-output:8x8x40-expand:3-kernel:5-stride:2-idskip:0,0.195506
expanded_conv-input:16x16x24-output:8x8x40-expand:6-kernel:5-stride:2-idskip:0,0.298621
expanded_conv-input:16x16x24-output:8x8x40-expand:3-kernel:7-stride:2-idskip:0,0.235907
expanded_conv-input:16x16x24-output:8x8x40-expand:6-kernel:7-stride:2-idskip:0,0.38401
expanded_conv-input:8x8x24-output:8x8x40-expand:3-kernel:3-stride:1-idskip:0,0.124424
expanded_conv-input:8x8x24-output:8x8x40-expand:6-kernel:3-stride:1-idskip:0,0.162197
expanded_conv-input:8x8x24-output:8x8x40-expand:3-kernel:5-stride:1-idskip:0,0.137181
expanded_conv-input:8x8x24-output:8x8x40-expand:6-kernel:5-stride:1-idskip:0,0.188555
expanded_conv-input:8x8x24-output:8x8x40-expand:3-kernel:7-stride:1-idskip:0,0.198956
expanded_conv-input:8x8x24-output:8x8x40-expand:6-kernel:7-stride:1-idskip:0,0.306676
expanded_conv-input:8x8x24-output:4x4x40-expand:3-kernel:3-stride:2-idskip:0,0.109719
expanded_conv-input:8x8x24-output:4x4x40-expand:6-kernel:3-stride:2-idskip:0,0.129726
expanded_conv-input:8x8x24-output:4x4x40-expand:3-kernel:5-stride:2-idskip:0,0.118618
expanded_conv-input:8x8x24-output:4x4x40-expand:6-kernel:5-stride:2-idskip:0,0.153519
