,block_name,cpu_b,cpu_s,gpu
748,expanded_conv-input:8x8x80-output:4x4x320-expand:3-kernel:5-stride:2-idskip:0,0.386918,0.943308,1.66169
749,expanded_conv-input:8x8x80-output:4x4x320-expand:6-kernel:5-stride:2-idskip:0,0.899815,1.48057,3.04516
750,expanded_conv-input:8x8x80-output:4x4x320-expand:3-kernel:7-stride:2-idskip:0,0.411895,0.934359,1.75046
751,expanded_conv-input:8x8x80-output:4x4x320-expand:6-kernel:7-stride:2-idskip:0,0.960806,1.77087,3.16702
752,expanded_conv-input:4x4x80-output:4x4x320-expand:3-kernel:3-stride:1-idskip:0,0.259653,0.61722,1.22005
753,expanded_conv-input:4x4x80-output:4x4x320-expand:6-kernel:3-stride:1-idskip:0,0.498291,0.978842,2.28539
754,expanded_conv-input:4x4x80-output:4x4x320-expand:3-kernel:5-stride:1-idskip:0,0.299625,0.498842,1.23571
755,expanded_conv-input:4x4x80-output:4x4x320-expand:6-kernel:5-stride:1-idskip:0,0.552824,0.946859,2.31199
756,expanded_conv-input:4x4x80-output:4x4x320-expand:3-kernel:7-stride:1-idskip:0,0.304905,0.835879,1.24111
757,expanded_conv-input:4x4x80-output:4x4x320-expand:6-kernel:7-stride:1-idskip:0,0.700537,1.42404,2.36589
758,expanded_conv-input:4x4x80-output:2x2x320-expand:3-kernel:3-stride:2-idskip:0,0.173163,0.292784,0.818332
759,expanded_conv-input:4x4x80-output:2x2x320-expand:6-kernel:3-stride:2-idskip:0,0.308935,0.533848,1.3978
760,expanded_conv-input:4x4x80-output:2x2x320-expand:3-kernel:5-stride:2-idskip:0,0.173019,0.435816,0.814221
761,expanded_conv-input:4x4x80-output:2x2x320-expand:6-kernel:5-stride:2-idskip:0,0.338806,0.649445,1.36422
762,expanded_conv-input:4x4x80-output:2x2x320-expand:3-kernel:7-stride:2-idskip:0,0.198962,0.43196,0.82238
763,expanded_conv-input:4x4x80-output:2x2x320-expand:6-kernel:7-stride:2-idskip:0,0.416412,0.984931,1.38971
764,expanded_conv-input:2x2x80-output:2x2x320-expand:3-kernel:3-stride:1-idskip:0,0.17943,0.248814,0.773668
765,expanded_conv-input:2x2x80-output:2x2x320-expand:6-kernel:3-stride:1-idskip:0,0.345555,0.506443,1.26373
766,expanded_conv-input:2x2x80-output:2x2x320-expand:3-kernel:5-stride:1-idskip:0,0.165891,0.385641,0.805411
767,expanded_conv-input:2x2x80-output:2x2x320-expand:6-kernel:5-stride:1-idskip:0,0.302231,0.527221,1.20953
768,expanded_conv-input:2x2x80-output:2x2x320-expand:3-kernel:7-stride:1-idskip:0,0.168233,0.359379,0.772673
769,expanded_conv-input:2x2x80-output:2x2x320-expand:6-kernel:7-stride:1-idskip:0,0.399489,0.665392,1.22175
770,expanded_conv-input:2x2x80-output:1x1x320-expand:3-kernel:3-stride:2-idskip:0,0.117112,0.228098,0.47034
771,expanded_conv-input:2x2x80-output:1x1x320-expand:6-kernel:3-stride:2-idskip:0,0.263594,0.38437,0.652836
772,expanded_conv-input:2x2x80-output:1x1x320-expand:3-kernel:5-stride:2-idskip:0,0.126916,0.31531,0.486138
773,expanded_conv-input:2x2x80-output:1x1x320-expand:6-kernel:5-stride:2-idskip:0,0.301662,0.512168,0.68963
774,expanded_conv-input:2x2x80-output:1x1x320-expand:3-kernel:7-stride:2-idskip:0,0.150927,0.330699,0.472266
775,expanded_conv-input:2x2x80-output:1x1x320-expand:6-kernel:7-stride:2-idskip:0,0.348809,0.615013,0.696866
776,expanded_conv-input:32x32x96-output:32x32x192-expand:3-kernel:3-stride:1-idskip:0,10.2249,9.23245,32.0859
777,expanded_conv-input:32x32x96-output:32x32x192-expand:6-kernel:3-stride:1-idskip:0,21.7268,18.8962,65.0432
778,expanded_conv-input:32x32x96-output:32x32x192-expand:3-kernel:5-stride:1-idskip:0,11.2263,10.9486,32.9582
779,expanded_conv-input:32x32x96-output:32x32x192-expand:6-kernel:5-stride:1-idskip:0,27.2903,23.9385,66.9802
780,expanded_conv-input:32x32x96-output:32x32x192-expand:3-kernel:7-stride:1-idskip:0,14.6236,15.6392,35.5579
781,expanded_conv-input:32x32x96-output:32x32x192-expand:6-kernel:7-stride:1-idskip:0,35.3422,36.7792,72.6541
782,expanded_conv-input:32x32x96-output:16x16x192-expand:3-kernel:3-stride:2-idskip:0,5.0629,5.24272,16.2711
783,expanded_conv-input:32x32x96-output:16x16x192-expand:6-kernel:3-stride:2-idskip:0,10.2929,10.2347,32.5853
784,expanded_conv-input:32x32x96-output:16x16x192-expand:3-kernel:5-stride:2-idskip:0,6.07009,6.94605,16.7675
785,expanded_conv-input:32x32x96-output:16x16x192-expand:6-kernel:5-stride:2-idskip:0,13.1212,15.6715,33.5843
786,expanded_conv-input:32x32x96-output:16x16x192-expand:3-kernel:7-stride:2-idskip:0,7.07326,8.54358,17.534
787,expanded_conv-input:32x32x96-output:16x16x192-expand:6-kernel:7-stride:2-idskip:0,15.6384,20.6357,35.608
788,expanded_conv-input:16x16x96-output:16x16x192-expand:3-kernel:3-stride:1-idskip:0,2.42228,2.68644,8.77835
789,expanded_conv-input:16x16x96-output:16x16x192-expand:6-kernel:3-stride:1-idskip:0,5.21392,5.05437,17.5892
790,expanded_conv-input:16x16x96-output:16x16x192-expand:3-kernel:5-stride:1-idskip:0,2.70859,2.91403,8.86581
791,expanded_conv-input:16x16x96-output:16x16x192-expand:6-kernel:5-stride:1-idskip:0,5.87196,5.93189,18.0678
792,expanded_conv-input:16x16x96-output:16x16x192-expand:3-kernel:7-stride:1-idskip:0,3.51273,4.54998,9.60039
793,expanded_conv-input:16x16x96-output:16x16x192-expand:6-kernel:7-stride:1-idskip:0,7.8099,9.93784,19.2553
794,expanded_conv-input:16x16x96-output:8x8x192-expand:3-kernel:3-stride:2-idskip:0,1.20011,1.56515,5.12738
795,expanded_conv-input:16x16x96-output:8x8x192-expand:6-kernel:3-stride:2-idskip:0,2.62695,2.89219,10.0738
796,expanded_conv-input:16x16x96-output:8x8x192-expand:3-kernel:5-stride:2-idskip:0,1.47837,1.87532,5.23604
797,expanded_conv-input:16x16x96-output:8x8x192-expand:6-kernel:5-stride:2-idskip:0,3.13958,3.88836,10.2723
798,expanded_conv-input:16x16x96-output:8x8x192-expand:3-kernel:7-stride:2-idskip:0,1.62872,2.22113,5.41859
799,expanded_conv-input:16x16x96-output:8x8x192-expand:6-kernel:7-stride:2-idskip:0,3.75916,4.76186,10.6834
800,expanded_conv-input:8x8x96-output:8x8x192-expand:3-kernel:3-stride:1-idskip:0,0.59226,0.999809,3.15351
801,expanded_conv-input:8x8x96-output:8x8x192-expand:6-kernel:3-stride:1-idskip:0,1.30539,1.69793,6.07166
802,expanded_conv-input:8x8x96-output:8x8x192-expand:3-kernel:5-stride:1-idskip:0,0.657054,1.14322,3.15282
803,expanded_conv-input:8x8x96-output:8x8x192-expand:6-kernel:5-stride:1-idskip:0,1.41963,1.77534,6.14079
804,expanded_conv-input:8x8x96-output:8x8x192-expand:3-kernel:7-stride:1-idskip:0,0.905625,1.42438,3.35791
805,expanded_conv-input:8x8x96-output:8x8x192-expand:6-kernel:7-stride:1-idskip:0,1.94931,2.60525,6.42498
806,expanded_conv-input:8x8x96-output:4x4x192-expand:3-kernel:3-stride:2-idskip:0,0.340285,0.662663,1.57642
807,expanded_conv-input:8x8x96-output:4x4x192-expand:6-kernel:3-stride:2-idskip:0,0.745541,1.29111,2.73713
808,expanded_conv-input:8x8x96-output:4x4x192-expand:3-kernel:5-stride:2-idskip:0,0.396582,0.91595,1.51194
809,expanded_conv-input:8x8x96-output:4x4x192-expand:6-kernel:5-stride:2-idskip:0,1.03108,1.80695,2.78059
810,expanded_conv-input:8x8x96-output:4x4x192-expand:3-kernel:7-stride:2-idskip:0,0.433837,0.957036,1.59745
811,expanded_conv-input:8x8x96-output:4x4x192-expand:6-kernel:7-stride:2-idskip:0,1.06492,2.01777,2.86074
812,expanded_conv-input:4x4x96-output:4x4x192-expand:3-kernel:3-stride:1-idskip:0,0.216061,0.455823,1.09004
813,expanded_conv-input:4x4x96-output:4x4x192-expand:6-kernel:3-stride:1-idskip:0,0.482965,0.911044,1.9123
814,expanded_conv-input:4x4x96-output:4x4x192-expand:3-kernel:5-stride:1-idskip:0,0.236448,0.470289,1.08641
815,expanded_conv-input:4x4x96-output:4x4x192-expand:6-kernel:5-stride:1-idskip:0,0.50929,0.957641,1.88364
816,expanded_conv-input:4x4x96-output:4x4x192-expand:3-kernel:7-stride:1-idskip:0,0.321316,0.783163,1.16449
817,expanded_conv-input:4x4x96-output:4x4x192-expand:6-kernel:7-stride:1-idskip:0,0.730136,1.44193,1.92475
818,expanded_conv-input:4x4x96-output:2x2x192-expand:3-kernel:3-stride:2-idskip:0,0.155594,0.295227,1.30657
819,expanded_conv-input:4x4x96-output:2x2x192-expand:6-kernel:3-stride:2-idskip:0,0.302774,0.531382,1.79593
820,expanded_conv-input:4x4x96-output:2x2x192-expand:3-kernel:5-stride:2-idskip:0,0.190084,0.467361,1.10548
821,expanded_conv-input:4x4x96-output:2x2x192-expand:6-kernel:5-stride:2-idskip:0,0.409714,0.771815,1.78942
822,expanded_conv-input:4x4x96-output:2x2x192-expand:3-kernel:7-stride:2-idskip:0,0.202523,0.5488,1.10465
823,expanded_conv-input:4x4x96-output:2x2x192-expand:6-kernel:7-stride:2-idskip:0,0.560869,0.807278,1.83152
824,expanded_conv-input:2x2x96-output:2x2x192-expand:3-kernel:3-stride:1-idskip:0,0.124783,0.241541,0.844584
825,expanded_conv-input:2x2x96-output:2x2x192-expand:6-kernel:3-stride:1-idskip:0,0.21319,0.364117,1.42687
826,expanded_conv-input:2x2x96-output:2x2x192-expand:3-kernel:5-stride:1-idskip:0,0.126879,0.350601,0.867425
827,expanded_conv-input:2x2x96-output:2x2x192-expand:6-kernel:5-stride:1-idskip:0,0.271998,0.515168,1.45954
828,expanded_conv-input:2x2x96-output:2x2x192-expand:3-kernel:7-stride:1-idskip:0,0.163333,0.431771,1.19097
829,expanded_conv-input:2x2x96-output:2x2x192-expand:6-kernel:7-stride:1-idskip:0,0.420009,0.625078,1.49541
830,expanded_conv-input:2x2x96-output:1x1x192-expand:3-kernel:3-stride:2-idskip:0,0.10757,0.213271,0.459103
831,expanded_conv-input:2x2x96-output:1x1x192-expand:6-kernel:3-stride:2-idskip:0,0.206737,0.357292,0.673952
832,expanded_conv-input:2x2x96-output:1x1x192-expand:3-kernel:5-stride:2-idskip:0,0.121529,0.302329,0.507817
833,expanded_conv-input:2x2x96-output:1x1x192-expand:6-kernel:5-stride:2-idskip:0,0.245354,0.482812,0.655191
834,expanded_conv-input:2x2x96-output:1x1x192-expand:3-kernel:7-stride:2-idskip:0,0.18564,0.327975,0.498816
835,expanded_conv-input:2x2x96-output:1x1x192-expand:6-kernel:7-stride:2-idskip:0,0.348375,0.640292,0.653087
836,expanded_conv-input:32x32x96-output:32x32x320-expand:3-kernel:3-stride:1-idskip:0,13.345,12.0057,45.6305
837,expanded_conv-input:32x32x96-output:32x32x320-expand:6-kernel:3-stride:1-idskip:0,27.6302,24.2716,93.5412
838,expanded_conv-input:32x32x96-output:32x32x320-expand:3-kernel:5-stride:1-idskip:0,14.3591,13.6138,46.407
839,expanded_conv-input:32x32x96-output:32x32x320-expand:6-kernel:5-stride:1-idskip:0,32.9884,29.2016,95.5961
840,expanded_conv-input:32x32x96-output:32x32x320-expand:3-kernel:7-stride:1-idskip:0,17.8189,18.1977,49.0423
841,expanded_conv-input:32x32x96-output:32x32x320-expand:6-kernel:7-stride:1-idskip:0,41.2789,42.4567,101.264
842,expanded_conv-input:32x32x96-output:16x16x320-expand:3-kernel:3-stride:2-idskip:0,5.91015,5.83677,19.8448
843,expanded_conv-input:32x32x96-output:16x16x320-expand:6-kernel:3-stride:2-idskip:0,11.7642,11.5033,39.7738
844,expanded_conv-input:32x32x96-output:16x16x320-expand:3-kernel:5-stride:2-idskip:0,6.92923,7.58554,20.4005
845,expanded_conv-input:32x32x96-output:16x16x320-expand:6-kernel:5-stride:2-idskip:0,14.6761,17.2011,40.9314
846,expanded_conv-input:32x32x96-output:16x16x320-expand:3-kernel:7-stride:2-idskip:0,7.69096,9.14885,21.2694
847,expanded_conv-input:32x32x96-output:16x16x320-expand:6-kernel:7-stride:2-idskip:0,17.5236,21.958,42.8146
848,expanded_conv-input:16x16x96-output:16x16x320-expand:3-kernel:3-stride:1-idskip:0,3.29986,3.36917,12.4348
849,expanded_conv-input:16x16x96-output:16x16x320-expand:6-kernel:3-stride:1-idskip:0,7.01183,6.34037,24.8219
850,expanded_conv-input:16x16x96-output:16x16x320-expand:3-kernel:5-stride:1-idskip:0,3.63281,3.68197,12.6072
851,expanded_conv-input:16x16x96-output:16x16x320-expand:6-kernel:5-stride:1-idskip:0,7.35975,7.34798,25.3184
852,expanded_conv-input:16x16x96-output:16x16x320-expand:3-kernel:7-stride:1-idskip:0,4.3338,5.18279,13.2193
853,expanded_conv-input:16x16x96-output:16x16x320-expand:6-kernel:7-stride:1-idskip:0,9.41697,11.1601,26.4732
854,expanded_conv-input:16x16x96-output:8x8x320-expand:3-kernel:3-stride:2-idskip:0,1.48052,1.91801,5.69748
855,expanded_conv-input:16x16x96-output:8x8x320-expand:6-kernel:3-stride:2-idskip:0,3.11642,3.34061,11.2173
856,expanded_conv-input:16x16x96-output:8x8x320-expand:3-kernel:5-stride:2-idskip:0,1.63509,2.1019,5.77102
857,expanded_conv-input:16x16x96-output:8x8x320-expand:6-kernel:5-stride:2-idskip:0,3.67611,4.21993,11.4306
858,expanded_conv-input:16x16x96-output:8x8x320-expand:3-kernel:7-stride:2-idskip:0,1.92988,2.37416,5.96356
859,expanded_conv-input:16x16x96-output:8x8x320-expand:6-kernel:7-stride:2-idskip:0,4.15968,5.1066,11.8895
860,expanded_conv-input:8x8x96-output:8x8x320-expand:3-kernel:3-stride:1-idskip:0,0.830767,1.2004,3.69666
861,expanded_conv-input:8x8x96-output:8x8x320-expand:6-kernel:3-stride:1-idskip:0,1.83994,2.15746,7.28034
862,expanded_conv-input:8x8x96-output:8x8x320-expand:3-kernel:5-stride:1-idskip:0,0.900705,1.13305,3.69257
863,expanded_conv-input:8x8x96-output:8x8x320-expand:6-kernel:5-stride:1-idskip:0,1.86941,2.16827,7.34546
864,expanded_conv-input:8x8x96-output:8x8x320-expand:3-kernel:7-stride:1-idskip:0,1.17151,1.63189,3.91147
865,expanded_conv-input:8x8x96-output:8x8x320-expand:6-kernel:7-stride:1-idskip:0,2.39673,3.00518,7.59256
866,expanded_conv-input:8x8x96-output:4x4x320-expand:3-kernel:3-stride:2-idskip:0,0.446326,0.774499,2.09136
867,expanded_conv-input:8x8x96-output:4x4x320-expand:6-kernel:3-stride:2-idskip:0,0.911372,1.51572,3.87424
868,expanded_conv-input:8x8x96-output:4x4x320-expand:3-kernel:5-stride:2-idskip:0,0.554512,0.877368,2.10001
869,expanded_conv-input:8x8x96-output:4x4x320-expand:6-kernel:5-stride:2-idskip:0,1.11937,2.02358,3.9032
870,expanded_conv-input:8x8x96-output:4x4x320-expand:3-kernel:7-stride:2-idskip:0,0.572452,1.08151,2.13174
871,expanded_conv-input:8x8x96-output:4x4x320-expand:6-kernel:7-stride:2-idskip:0,1.32775,2.26799,4.06435
872,expanded_conv-input:4x4x96-output:4x4x320-expand:3-kernel:3-stride:1-idskip:0,0.296278,0.736465,1.64955
873,expanded_conv-input:4x4x96-output:4x4x320-expand:6-kernel:3-stride:1-idskip:0,0.661538,1.08,2.92089
874,expanded_conv-input:4x4x96-output:4x4x320-expand:3-kernel:5-stride:1-idskip:0,0.324379,0.623645,1.63008
875,expanded_conv-input:4x4x96-output:4x4x320-expand:6-kernel:5-stride:1-idskip:0,0.723422,1.32053,3.0201
876,expanded_conv-input:4x4x96-output:4x4x320-expand:3-kernel:7-stride:1-idskip:0,0.395586,0.942196,1.69247
877,expanded_conv-input:4x4x96-output:4x4x320-expand:6-kernel:7-stride:1-idskip:0,0.885782,1.69223,3.01618
878,expanded_conv-input:4x4x96-output:2x2x320-expand:3-kernel:3-stride:2-idskip:0,0.190665,0.367082,1.06244
879,expanded_conv-input:4x4x96-output:2x2x320-expand:6-kernel:3-stride:2-idskip:0,0.471593,0.685034,1.81637
880,expanded_conv-input:4x4x96-output:2x2x320-expand:3-kernel:5-stride:2-idskip:0,0.221521,0.430432,1.0731
881,expanded_conv-input:4x4x96-output:2x2x320-expand:6-kernel:5-stride:2-idskip:0,0.549971,0.783212,1.83949
882,expanded_conv-input:4x4x96-output:2x2x320-expand:3-kernel:7-stride:2-idskip:0,0.255493,0.481955,1.14547
883,expanded_conv-input:4x4x96-output:2x2x320-expand:6-kernel:7-stride:2-idskip:0,0.571123,0.937,1.83914
884,expanded_conv-input:2x2x96-output:2x2x320-expand:3-kernel:3-stride:1-idskip:0,0.150891,0.293586,0.923028
885,expanded_conv-input:2x2x96-output:2x2x320-expand:6-kernel:3-stride:1-idskip:0,0.372673,0.480355,1.44468
886,expanded_conv-input:2x2x96-output:2x2x320-expand:3-kernel:5-stride:1-idskip:0,0.180193,0.293049,0.91855
887,expanded_conv-input:2x2x96-output:2x2x320-expand:6-kernel:5-stride:1-idskip:0,0.368836,0.524127,1.44529
888,expanded_conv-input:2x2x96-output:2x2x320-expand:3-kernel:7-stride:1-idskip:0,0.216689,0.449292,0.942659
889,expanded_conv-input:2x2x96-output:2x2x320-expand:6-kernel:7-stride:1-idskip:0,0.470393,0.752697,1.47167
890,expanded_conv-input:2x2x96-output:1x1x320-expand:3-kernel:3-stride:2-idskip:0,0.125236,0.285419,0.523218
891,expanded_conv-input:2x2x96-output:1x1x320-expand:6-kernel:3-stride:2-idskip:0,0.319825,0.526982,0.741695
892,expanded_conv-input:2x2x96-output:1x1x320-expand:3-kernel:5-stride:2-idskip:0,0.154176,0.345408,0.523494
893,expanded_conv-input:2x2x96-output:1x1x320-expand:6-kernel:5-stride:2-idskip:0,0.407306,0.580274,0.742768
894,expanded_conv-input:2x2x96-output:1x1x320-expand:3-kernel:7-stride:2-idskip:0,0.185414,0.375575,0.553187
895,expanded_conv-input:2x2x96-output:1x1x320-expand:6-kernel:7-stride:2-idskip:0,0.43089,0.860431,0.789708
896,expanded_conv-input:32x32x192-output:32x32x320-expand:3-kernel:3-stride:1-idskip:0,31.6822,28.0425,113.752
897,expanded_conv-input:32x32x192-output:32x32x320-expand:6-kernel:3-stride:1-idskip:0,63.7701,57.7712,232.053
898,expanded_conv-input:32x32x192-output:32x32x320-expand:3-kernel:5-stride:1-idskip:0,37.3011,33.1275,115.791
899,expanded_conv-input:32x32x192-output:32x32x320-expand:6-kernel:5-stride:1-idskip:0,79.5064,70.3635,236.455
900,expanded_conv-input:32x32x192-output:32x32x320-expand:3-kernel:7-stride:1-idskip:0,45.3229,46.2099,121.339
901,expanded_conv-input:32x32x192-output:32x32x320-expand:6-kernel:7-stride:1-idskip:0,104.288,105.51,248.7
902,expanded_conv-input:32x32x192-output:16x16x320-expand:3-kernel:3-stride:2-idskip:0,16.0556,15.3529,60.1152
903,expanded_conv-input:32x32x192-output:16x16x320-expand:6-kernel:3-stride:2-idskip:0,31.8851,30.6983,123.007
904,expanded_conv-input:32x32x192-output:16x16x320-expand:3-kernel:5-stride:2-idskip:0,18.6758,20.6835,61.1894
905,expanded_conv-input:32x32x192-output:16x16x320-expand:6-kernel:5-stride:2-idskip:0,39.1739,44.6495,125.322
906,expanded_conv-input:32x32x192-output:16x16x320-expand:3-kernel:7-stride:2-idskip:0,21.8643,25.8887,63.2442
907,expanded_conv-input:32x32x192-output:16x16x320-expand:6-kernel:7-stride:2-idskip:0,48.3113,57.0293,129.647
908,expanded_conv-input:16x16x192-output:16x16x320-expand:3-kernel:3-stride:1-idskip:0,7.87423,7.37353,30.0934
909,expanded_conv-input:16x16x192-output:16x16x320-expand:6-kernel:3-stride:1-idskip:0,16.2448,14.9856,60.8136
910,expanded_conv-input:16x16x192-output:16x16x320-expand:3-kernel:5-stride:1-idskip:0,8.45569,8.20514,30.5378
911,expanded_conv-input:16x16x192-output:16x16x320-expand:6-kernel:5-stride:1-idskip:0,18.0049,17.9131,61.6147
912,expanded_conv-input:16x16x192-output:16x16x320-expand:3-kernel:7-stride:1-idskip:0,10.2384,12.066,31.8497
913,expanded_conv-input:16x16x192-output:16x16x320-expand:6-kernel:7-stride:1-idskip:0,23.7436,29.2423,64.4039
914,expanded_conv-input:16x16x192-output:8x8x320-expand:3-kernel:3-stride:2-idskip:0,4.152,4.27068,16.4697
915,expanded_conv-input:16x16x192-output:8x8x320-expand:6-kernel:3-stride:2-idskip:0,8.1248,8.14946,33.007
916,expanded_conv-input:16x16x192-output:8x8x320-expand:3-kernel:5-stride:2-idskip:0,4.60825,5.15499,16.6921
917,expanded_conv-input:16x16x192-output:8x8x320-expand:6-kernel:5-stride:2-idskip:0,9.62758,11.1628,33.4145
918,expanded_conv-input:16x16x192-output:8x8x320-expand:3-kernel:7-stride:2-idskip:0,5.18805,6.0053,17.1989
919,expanded_conv-input:16x16x192-output:8x8x320-expand:6-kernel:7-stride:2-idskip:0,11.7645,13.6384,34.541
920,expanded_conv-input:8x8x192-output:8x8x320-expand:3-kernel:3-stride:1-idskip:0,2.07788,2.34709,8.73655
921,expanded_conv-input:8x8x192-output:8x8x320-expand:6-kernel:3-stride:1-idskip:0,4.13822,4.51687,17.1211
922,expanded_conv-input:8x8x192-output:8x8x320-expand:3-kernel:5-stride:1-idskip:0,2.11762,2.40768,8.81227
923,expanded_conv-input:8x8x192-output:8x8x320-expand:6-kernel:5-stride:1-idskip:0,4.30844,4.60461,17.2789
924,expanded_conv-input:8x8x192-output:8x8x320-expand:3-kernel:7-stride:1-idskip:0,2.62353,3.32219,9.07353
925,expanded_conv-input:8x8x192-output:8x8x320-expand:6-kernel:7-stride:1-idskip:0,5.90551,6.60241,17.9578
926,expanded_conv-input:8x8x192-output:4x4x320-expand:3-kernel:3-stride:2-idskip:0,1.18721,1.81611,5.29836
927,expanded_conv-input:8x8x192-output:4x4x320-expand:6-kernel:3-stride:2-idskip:0,2.58182,3.18199,10.2478
928,expanded_conv-input:8x8x192-output:4x4x320-expand:3-kernel:5-stride:2-idskip:0,1.37218,2.26343,5.34552
929,expanded_conv-input:8x8x192-output:4x4x320-expand:6-kernel:5-stride:2-idskip:0,2.87934,4.2906,10.5065
930,expanded_conv-input:8x8x192-output:4x4x320-expand:3-kernel:7-stride:2-idskip:0,1.50713,2.56434,5.42782
931,expanded_conv-input:8x8x192-output:4x4x320-expand:6-kernel:7-stride:2-idskip:0,3.27466,5.10389,10.6507
932,expanded_conv-input:4x4x192-output:4x4x320-expand:3-kernel:3-stride:1-idskip:0,0.98451,1.2616,3.47287
933,expanded_conv-input:4x4x192-output:4x4x320-expand:6-kernel:3-stride:1-idskip:0,1.89292,2.23098,6.69009
934,expanded_conv-input:4x4x192-output:4x4x320-expand:3-kernel:5-stride:1-idskip:0,0.878294,1.38684,3.52697
935,expanded_conv-input:4x4x192-output:4x4x320-expand:6-kernel:5-stride:1-idskip:0,1.91193,2.30602,6.80373
936,expanded_conv-input:4x4x192-output:4x4x320-expand:3-kernel:7-stride:1-idskip:0,1.12047,1.82614,3.61384
937,expanded_conv-input:4x4x192-output:4x4x320-expand:6-kernel:7-stride:1-idskip:0,2.47469,3.39891,6.93685
938,expanded_conv-input:4x4x192-output:2x2x320-expand:3-kernel:3-stride:2-idskip:0,0.667435,0.902598,2.37075
939,expanded_conv-input:4x4x192-output:2x2x320-expand:6-kernel:3-stride:2-idskip:0,1.62853,1.75064,4.44804
940,expanded_conv-input:4x4x192-output:2x2x320-expand:3-kernel:5-stride:2-idskip:0,0.743484,1.1218,2.35369
941,expanded_conv-input:4x4x192-output:2x2x320-expand:6-kernel:5-stride:2-idskip:0,1.87635,1.98323,4.50304
942,expanded_conv-input:4x4x192-output:2x2x320-expand:3-kernel:7-stride:2-idskip:0,0.869588,1.24341,2.37836
943,expanded_conv-input:4x4x192-output:2x2x320-expand:6-kernel:7-stride:2-idskip:0,1.79862,2.25901,4.6008
944,expanded_conv-input:2x2x192-output:2x2x320-expand:3-kernel:3-stride:1-idskip:0,0.492494,0.565937,1.63299
945,expanded_conv-input:2x2x192-output:2x2x320-expand:6-kernel:3-stride:1-idskip:0,1.28804,0.996266,3.12775
946,expanded_conv-input:2x2x192-output:2x2x320-expand:3-kernel:5-stride:1-idskip:0,0.501121,0.590206,1.63998
947,expanded_conv-input:2x2x192-output:2x2x320-expand:6-kernel:5-stride:1-idskip:0,1.2278,1.11374,3.1338
948,expanded_conv-input:2x2x192-output:2x2x320-expand:3-kernel:7-stride:1-idskip:0,0.619575,0.868722,1.66317
949,expanded_conv-input:2x2x192-output:2x2x320-expand:6-kernel:7-stride:1-idskip:0,1.4086,1.64875,3.2309
950,expanded_conv-input:2x2x192-output:1x1x320-expand:3-kernel:3-stride:2-idskip:0,0.502638,0.509996,0.918485
951,expanded_conv-input:2x2x192-output:1x1x320-expand:6-kernel:3-stride:2-idskip:0,0.995979,1.08822,1.72285
952,expanded_conv-input:2x2x192-output:1x1x320-expand:3-kernel:5-stride:2-idskip:0,0.555215,0.649011,0.926222
953,expanded_conv-input:2x2x192-output:1x1x320-expand:6-kernel:5-stride:2-idskip:0,1.08055,1.35522,1.74293
954,expanded_conv-input:2x2x192-output:1x1x320-expand:3-kernel:7-stride:2-idskip:0,0.658811,0.771549,0.950593
955,expanded_conv-input:2x2x192-output:1x1x320-expand:6-kernel:7-stride:2-idskip:0,1.14912,1.5367,1.76728
956,expanded_conv-input:32x32x24-output:32x32x24-expand:3-kernel:3-stride:1-idskip:0,0.576708,1.25189,2.31449
957,expanded_conv-input:32x32x24-output:32x32x24-expand:3-kernel:3-stride:1-idskip:1,0.700534,1.63293,2.33992
958,expanded_conv-input:32x32x24-output:32x32x24-expand:6-kernel:3-stride:1-idskip:0,1.57302,2.26571,4.36791
959,expanded_conv-input:32x32x24-output:32x32x24-expand:6-kernel:3-stride:1-idskip:1,1.60823,2.53437,4.42813
960,expanded_conv-input:32x32x24-output:32x32x24-expand:3-kernel:5-stride:1-idskip:0,0.752176,1.64763,2.49772
961,expanded_conv-input:32x32x24-output:32x32x24-expand:3-kernel:5-stride:1-idskip:1,0.766875,1.58501,2.55327
962,expanded_conv-input:32x32x24-output:32x32x24-expand:6-kernel:5-stride:1-idskip:0,1.95566,2.79013,4.76279
963,expanded_conv-input:32x32x24-output:32x32x24-expand:6-kernel:5-stride:1-idskip:1,1.84313,2.87041,4.76736
964,expanded_conv-input:32x32x24-output:32x32x24-expand:3-kernel:7-stride:1-idskip:0,1.48842,2.622,3.11735
965,expanded_conv-input:32x32x24-output:32x32x24-expand:3-kernel:7-stride:1-idskip:1,1.53749,2.64569,3.23399
966,expanded_conv-input:32x32x24-output:32x32x24-expand:6-kernel:7-stride:1-idskip:0,3.23724,4.96206,6.03906
967,expanded_conv-input:32x32x24-output:32x32x24-expand:6-kernel:7-stride:1-idskip:1,3.21872,5.01548,6.07326
968,expanded_conv-input:32x32x24-output:16x16x24-expand:3-kernel:3-stride:2-idskip:0,0.364312,0.802999,1.4036
969,expanded_conv-input:32x32x24-output:16x16x24-expand:6-kernel:3-stride:2-idskip:0,0.753802,1.53594,2.39486
970,expanded_conv-input:32x32x24-output:16x16x24-expand:3-kernel:5-stride:2-idskip:0,0.455633,1.04734,1.44226
971,expanded_conv-input:32x32x24-output:16x16x24-expand:6-kernel:5-stride:2-idskip:0,1.11945,2.21517,2.60603
972,expanded_conv-input:32x32x24-output:16x16x24-expand:3-kernel:7-stride:2-idskip:0,0.645114,1.31091,1.62779
