block_name,time
expanded_conv-input:4x4x24-output:2x2x192-expand:3-kernel:5-stride:2-idskip:0,0.35481
expanded_conv-input:4x4x24-output:2x2x192-expand:6-kernel:5-stride:2-idskip:0,0.465398
expanded_conv-input:4x4x24-output:2x2x192-expand:3-kernel:7-stride:2-idskip:0,0.320717
expanded_conv-input:4x4x24-output:2x2x192-expand:6-kernel:7-stride:2-idskip:0,0.601186
expanded_conv-input:2x2x24-output:2x2x192-expand:3-kernel:3-stride:1-idskip:0,0.352717
expanded_conv-input:2x2x24-output:2x2x192-expand:6-kernel:3-stride:1-idskip:0,0.462688
expanded_conv-input:2x2x24-output:2x2x192-expand:3-kernel:5-stride:1-idskip:0,0.339892
expanded_conv-input:2x2x24-output:2x2x192-expand:6-kernel:5-stride:1-idskip:0,0.446291
expanded_conv-input:2x2x24-output:2x2x192-expand:3-kernel:7-stride:1-idskip:0,0.371482
expanded_conv-input:2x2x24-output:2x2x192-expand:6-kernel:7-stride:1-idskip:0,0.62413
expanded_conv-input:2x2x24-output:1x1x192-expand:3-kernel:3-stride:2-idskip:0,0.58056
expanded_conv-input:2x2x24-output:1x1x192-expand:6-kernel:3-stride:2-idskip:0,0.244822
expanded_conv-input:2x2x24-output:1x1x192-expand:3-kernel:5-stride:2-idskip:0,0.204157
expanded_conv-input:2x2x24-output:1x1x192-expand:6-kernel:5-stride:2-idskip:0,0.274846
expanded_conv-input:2x2x24-output:1x1x192-expand:3-kernel:7-stride:2-idskip:0,0.258548
expanded_conv-input:2x2x24-output:1x1x192-expand:6-kernel:7-stride:2-idskip:0,0.269105
expanded_conv-input:32x32x24-output:32x32x320-expand:3-kernel:3-stride:1-idskip:0,9.87806
expanded_conv-input:32x32x24-output:32x32x320-expand:6-kernel:3-stride:1-idskip:0,19.1168
expanded_conv-input:32x32x24-output:32x32x320-expand:3-kernel:5-stride:1-idskip:0,10.0804
expanded_conv-input:32x32x24-output:32x32x320-expand:6-kernel:5-stride:1-idskip:0,19.5963
expanded_conv-input:32x32x24-output:32x32x320-expand:3-kernel:7-stride:1-idskip:0,10.7678
expanded_conv-input:32x32x24-output:32x32x320-expand:6-kernel:7-stride:1-idskip:0,20.7757
expanded_conv-input:32x32x24-output:16x16x320-expand:3-kernel:3-stride:2-idskip:0,3.34095
expanded_conv-input:32x32x24-output:16x16x320-expand:6-kernel:3-stride:2-idskip:0,6.37547
expanded_conv-input:32x32x24-output:16x16x320-expand:3-kernel:5-stride:2-idskip:0,3.42666
expanded_conv-input:32x32x24-output:16x16x320-expand:6-kernel:5-stride:2-idskip:0,6.57747
expanded_conv-input:32x32x24-output:16x16x320-expand:3-kernel:7-stride:2-idskip:0,3.61809
expanded_conv-input:32x32x24-output:16x16x320-expand:6-kernel:7-stride:2-idskip:0,6.98164
expanded_conv-input:16x16x24-output:16x16x320-expand:3-kernel:3-stride:1-idskip:0,2.69176
expanded_conv-input:16x16x24-output:16x16x320-expand:6-kernel:3-stride:1-idskip:0,5.30732
expanded_conv-input:16x16x24-output:16x16x320-expand:3-kernel:5-stride:1-idskip:0,2.7285
expanded_conv-input:16x16x24-output:16x16x320-expand:6-kernel:5-stride:1-idskip:0,5.42052
expanded_conv-input:16x16x24-output:16x16x320-expand:3-kernel:7-stride:1-idskip:0,2.92969
expanded_conv-input:16x16x24-output:16x16x320-expand:6-kernel:7-stride:1-idskip:0,5.64514
expanded_conv-input:16x16x24-output:8x8x320-expand:3-kernel:3-stride:2-idskip:0,1.11955
expanded_conv-input:16x16x24-output:8x8x320-expand:6-kernel:3-stride:2-idskip:0,1.95851
expanded_conv-input:16x16x24-output:8x8x320-expand:3-kernel:5-stride:2-idskip:0,1.09541
expanded_conv-input:16x16x24-output:8x8x320-expand:6-kernel:5-stride:2-idskip:0,2.01704
expanded_conv-input:16x16x24-output:8x8x320-expand:3-kernel:7-stride:2-idskip:0,1.15905
expanded_conv-input:16x16x24-output:8x8x320-expand:6-kernel:7-stride:2-idskip:0,2.05677
expanded_conv-input:8x8x24-output:8x8x320-expand:3-kernel:3-stride:1-idskip:0,0.982026
expanded_conv-input:8x8x24-output:8x8x320-expand:6-kernel:3-stride:1-idskip:0,1.71756
expanded_conv-input:8x8x24-output:8x8x320-expand:3-kernel:5-stride:1-idskip:0,0.961015
expanded_conv-input:8x8x24-output:8x8x320-expand:6-kernel:5-stride:1-idskip:0,1.68802
expanded_conv-input:8x8x24-output:8x8x320-expand:3-kernel:7-stride:1-idskip:0,1.0361
expanded_conv-input:8x8x24-output:8x8x320-expand:6-kernel:7-stride:1-idskip:0,1.75527
expanded_conv-input:8x8x24-output:4x4x320-expand:3-kernel:3-stride:2-idskip:0,0.538382
expanded_conv-input:8x8x24-output:4x4x320-expand:6-kernel:3-stride:2-idskip:0,0.903684
expanded_conv-input:8x8x24-output:4x4x320-expand:3-kernel:5-stride:2-idskip:0,0.585842
expanded_conv-input:8x8x24-output:4x4x320-expand:6-kernel:5-stride:2-idskip:0,0.923883
expanded_conv-input:8x8x24-output:4x4x320-expand:3-kernel:7-stride:2-idskip:0,0.570844
expanded_conv-input:8x8x24-output:4x4x320-expand:6-kernel:7-stride:2-idskip:0,0.951752
expanded_conv-input:4x4x24-output:4x4x320-expand:3-kernel:3-stride:1-idskip:0,0.492282
expanded_conv-input:4x4x24-output:4x4x320-expand:6-kernel:3-stride:1-idskip:0,0.768189
expanded_conv-input:4x4x24-output:4x4x320-expand:3-kernel:5-stride:1-idskip:0,0.487692
expanded_conv-input:4x4x24-output:4x4x320-expand:6-kernel:5-stride:1-idskip:0,0.772194
expanded_conv-input:4x4x24-output:4x4x320-expand:3-kernel:7-stride:1-idskip:0,0.547121
expanded_conv-input:4x4x24-output:4x4x320-expand:6-kernel:7-stride:1-idskip:0,0.789225
expanded_conv-input:4x4x24-output:2x2x320-expand:3-kernel:3-stride:2-idskip:0,0.385451
expanded_conv-input:4x4x24-output:2x2x320-expand:6-kernel:3-stride:2-idskip:0,0.507643
expanded_conv-input:4x4x24-output:2x2x320-expand:3-kernel:5-stride:2-idskip:0,0.317069
expanded_conv-input:4x4x24-output:2x2x320-expand:6-kernel:5-stride:2-idskip:0,0.511709
expanded_conv-input:4x4x24-output:2x2x320-expand:3-kernel:7-stride:2-idskip:0,0.342006
expanded_conv-input:4x4x24-output:2x2x320-expand:6-kernel:7-stride:2-idskip:0,0.514846
expanded_conv-input:2x2x24-output:2x2x320-expand:3-kernel:3-stride:1-idskip:0,0.373169
expanded_conv-input:2x2x24-output:2x2x320-expand:6-kernel:3-stride:1-idskip:0,0.514594
expanded_conv-input:2x2x24-output:2x2x320-expand:3-kernel:5-stride:1-idskip:0,0.366154
expanded_conv-input:2x2x24-output:2x2x320-expand:6-kernel:5-stride:1-idskip:0,0.560709
expanded_conv-input:2x2x24-output:2x2x320-expand:3-kernel:7-stride:1-idskip:0,0.385132
expanded_conv-input:2x2x24-output:2x2x320-expand:6-kernel:7-stride:1-idskip:0,0.543571
expanded_conv-input:2x2x24-output:1x1x320-expand:3-kernel:3-stride:2-idskip:0,0.208627
expanded_conv-input:2x2x24-output:1x1x320-expand:6-kernel:3-stride:2-idskip:0,0.26622
expanded_conv-input:2x2x24-output:1x1x320-expand:3-kernel:5-stride:2-idskip:0,0.200705
expanded_conv-input:2x2x24-output:1x1x320-expand:6-kernel:5-stride:2-idskip:0,0.310924
expanded_conv-input:2x2x24-output:1x1x320-expand:3-kernel:7-stride:2-idskip:0,0.257066
expanded_conv-input:2x2x24-output:1x1x320-expand:6-kernel:7-stride:2-idskip:0,0.315818
expanded_conv-input:32x32x40-output:32x32x80-expand:3-kernel:3-stride:1-idskip:0,6.52412
expanded_conv-input:32x32x40-output:32x32x80-expand:6-kernel:3-stride:1-idskip:0,12.6715
expanded_conv-input:32x32x40-output:32x32x80-expand:3-kernel:5-stride:1-idskip:0,6.77914
expanded_conv-input:32x32x40-output:32x32x80-expand:6-kernel:5-stride:1-idskip:0,13.3824
expanded_conv-input:32x32x40-output:32x32x80-expand:3-kernel:7-stride:1-idskip:0,7.88228
expanded_conv-input:32x32x40-output:32x32x80-expand:6-kernel:7-stride:1-idskip:0,15.4721
expanded_conv-input:32x32x40-output:16x16x80-expand:3-kernel:3-stride:2-idskip:0,3.4288
expanded_conv-input:32x32x40-output:16x16x80-expand:6-kernel:3-stride:2-idskip:0,6.48214
expanded_conv-input:32x32x40-output:16x16x80-expand:3-kernel:5-stride:2-idskip:0,3.62003
expanded_conv-input:32x32x40-output:16x16x80-expand:6-kernel:5-stride:2-idskip:0,6.83615
expanded_conv-input:32x32x40-output:16x16x80-expand:3-kernel:7-stride:2-idskip:0,4.02809
expanded_conv-input:32x32x40-output:16x16x80-expand:6-kernel:7-stride:2-idskip:0,7.59946
expanded_conv-input:16x16x40-output:16x16x80-expand:3-kernel:3-stride:1-idskip:0,1.90029
expanded_conv-input:16x16x40-output:16x16x80-expand:6-kernel:3-stride:1-idskip:0,3.7269
expanded_conv-input:16x16x40-output:16x16x80-expand:3-kernel:5-stride:1-idskip:0,2.0066
expanded_conv-input:16x16x40-output:16x16x80-expand:6-kernel:5-stride:1-idskip:0,3.91592
expanded_conv-input:16x16x40-output:16x16x80-expand:3-kernel:7-stride:1-idskip:0,2.2639
expanded_conv-input:16x16x40-output:16x16x80-expand:6-kernel:7-stride:1-idskip:0,4.24963
expanded_conv-input:16x16x40-output:8x8x80-expand:3-kernel:3-stride:2-idskip:0,1.17072
expanded_conv-input:16x16x40-output:8x8x80-expand:6-kernel:3-stride:2-idskip:0,2.12817
expanded_conv-input:16x16x40-output:8x8x80-expand:3-kernel:5-stride:2-idskip:0,1.26418
expanded_conv-input:16x16x40-output:8x8x80-expand:6-kernel:5-stride:2-idskip:0,2.17984
expanded_conv-input:16x16x40-output:8x8x80-expand:3-kernel:7-stride:2-idskip:0,1.4938
expanded_conv-input:16x16x40-output:8x8x80-expand:6-kernel:7-stride:2-idskip:0,2.35198
expanded_conv-input:8x8x40-output:8x8x80-expand:3-kernel:3-stride:1-idskip:0,0.78089
expanded_conv-input:8x8x40-output:8x8x80-expand:6-kernel:3-stride:1-idskip:0,1.39515
expanded_conv-input:8x8x40-output:8x8x80-expand:3-kernel:5-stride:1-idskip:0,0.831039
expanded_conv-input:8x8x40-output:8x8x80-expand:6-kernel:5-stride:1-idskip:0,1.43058
expanded_conv-input:8x8x40-output:8x8x80-expand:3-kernel:7-stride:1-idskip:0,0.871436
expanded_conv-input:8x8x40-output:8x8x80-expand:6-kernel:7-stride:1-idskip:0,1.55155
expanded_conv-input:8x8x40-output:4x4x80-expand:3-kernel:3-stride:2-idskip:0,0.520497
expanded_conv-input:8x8x40-output:4x4x80-expand:6-kernel:3-stride:2-idskip:0,1.16056
expanded_conv-input:8x8x40-output:4x4x80-expand:3-kernel:5-stride:2-idskip:0,0.547983
expanded_conv-input:8x8x40-output:4x4x80-expand:6-kernel:5-stride:2-idskip:0,0.966265
expanded_conv-input:8x8x40-output:4x4x80-expand:3-kernel:7-stride:2-idskip:0,0.650409
expanded_conv-input:8x8x40-output:4x4x80-expand:6-kernel:7-stride:2-idskip:0,1.0312
expanded_conv-input:4x4x40-output:4x4x80-expand:3-kernel:3-stride:1-idskip:0,0.467247
expanded_conv-input:4x4x40-output:4x4x80-expand:6-kernel:3-stride:1-idskip:0,0.713675
expanded_conv-input:4x4x40-output:4x4x80-expand:3-kernel:5-stride:1-idskip:0,0.433351
expanded_conv-input:4x4x40-output:4x4x80-expand:6-kernel:5-stride:1-idskip:0,0.726396
expanded_conv-input:4x4x40-output:4x4x80-expand:3-kernel:7-stride:1-idskip:0,0.518671
expanded_conv-input:4x4x40-output:4x4x80-expand:6-kernel:7-stride:1-idskip:0,0.784761
expanded_conv-input:4x4x40-output:2x2x80-expand:3-kernel:3-stride:2-idskip:0,0.46886
expanded_conv-input:4x4x40-output:2x2x80-expand:6-kernel:3-stride:2-idskip:0,0.685421
expanded_conv-input:4x4x40-output:2x2x80-expand:3-kernel:5-stride:2-idskip:0,0.45816
expanded_conv-input:4x4x40-output:2x2x80-expand:6-kernel:5-stride:2-idskip:0,0.726411
expanded_conv-input:4x4x40-output:2x2x80-expand:3-kernel:7-stride:2-idskip:0,0.471408
expanded_conv-input:4x4x40-output:2x2x80-expand:6-kernel:7-stride:2-idskip:0,0.715855
expanded_conv-input:2x2x40-output:2x2x80-expand:3-kernel:3-stride:1-idskip:0,0.444627
expanded_conv-input:2x2x40-output:2x2x80-expand:6-kernel:3-stride:1-idskip:0,0.72863
expanded_conv-input:2x2x40-output:2x2x80-expand:3-kernel:5-stride:1-idskip:0,0.485947
expanded_conv-input:2x2x40-output:2x2x80-expand:6-kernel:5-stride:1-idskip:0,0.702091
expanded_conv-input:2x2x40-output:2x2x80-expand:3-kernel:7-stride:1-idskip:0,0.528363
expanded_conv-input:2x2x40-output:2x2x80-expand:6-kernel:7-stride:1-idskip:0,0.713074
expanded_conv-input:2x2x40-output:1x1x80-expand:3-kernel:3-stride:2-idskip:0,0.284025
expanded_conv-input:2x2x40-output:1x1x80-expand:6-kernel:3-stride:2-idskip:0,0.305219
expanded_conv-input:2x2x40-output:1x1x80-expand:3-kernel:5-stride:2-idskip:0,0.286574
expanded_conv-input:2x2x40-output:1x1x80-expand:6-kernel:5-stride:2-idskip:0,0.338199
expanded_conv-input:2x2x40-output:1x1x80-expand:3-kernel:7-stride:2-idskip:0,0.300867
expanded_conv-input:2x2x40-output:1x1x80-expand:6-kernel:7-stride:2-idskip:0,0.343417
expanded_conv-input:32x32x40-output:32x32x96-expand:3-kernel:3-stride:1-idskip:0,7.17639
expanded_conv-input:32x32x40-output:32x32x96-expand:6-kernel:3-stride:1-idskip:0,13.897
expanded_conv-input:32x32x40-output:32x32x96-expand:3-kernel:5-stride:1-idskip:0,7.50531
expanded_conv-input:32x32x40-output:32x32x96-expand:6-kernel:5-stride:1-idskip:0,14.609
expanded_conv-input:32x32x40-output:32x32x96-expand:3-kernel:7-stride:1-idskip:0,8.53365
expanded_conv-input:32x32x40-output:32x32x96-expand:6-kernel:7-stride:1-idskip:0,16.7646
expanded_conv-input:32x32x40-output:16x16x96-expand:3-kernel:3-stride:2-idskip:0,3.67076
expanded_conv-input:32x32x40-output:16x16x96-expand:6-kernel:3-stride:2-idskip:0,6.90407
expanded_conv-input:32x32x40-output:16x16x96-expand:3-kernel:5-stride:2-idskip:0,3.80589
expanded_conv-input:32x32x40-output:16x16x96-expand:6-kernel:5-stride:2-idskip:0,7.28979
expanded_conv-input:32x32x40-output:16x16x96-expand:3-kernel:7-stride:2-idskip:0,4.19813
expanded_conv-input:32x32x40-output:16x16x96-expand:6-kernel:7-stride:2-idskip:0,7.99162
expanded_conv-input:16x16x40-output:16x16x96-expand:3-kernel:3-stride:1-idskip:0,2.19617
expanded_conv-input:16x16x40-output:16x16x96-expand:6-kernel:3-stride:1-idskip:0,4.16007
expanded_conv-input:16x16x40-output:16x16x96-expand:3-kernel:5-stride:1-idskip:0,2.22751
expanded_conv-input:16x16x40-output:16x16x96-expand:6-kernel:5-stride:1-idskip:0,4.27734
expanded_conv-input:16x16x40-output:16x16x96-expand:3-kernel:7-stride:1-idskip:0,2.46335
expanded_conv-input:16x16x40-output:16x16x96-expand:6-kernel:7-stride:1-idskip:0,4.71815
expanded_conv-input:16x16x40-output:8x8x96-expand:3-kernel:3-stride:2-idskip:0,1.18338
expanded_conv-input:16x16x40-output:8x8x96-expand:6-kernel:3-stride:2-idskip:0,2.0847
expanded_conv-input:16x16x40-output:8x8x96-expand:3-kernel:5-stride:2-idskip:0,1.21621
expanded_conv-input:16x16x40-output:8x8x96-expand:6-kernel:5-stride:2-idskip:0,2.18443
expanded_conv-input:16x16x40-output:8x8x96-expand:3-kernel:7-stride:2-idskip:0,1.29021
expanded_conv-input:16x16x40-output:8x8x96-expand:6-kernel:7-stride:2-idskip:0,2.32185
expanded_conv-input:8x8x40-output:8x8x96-expand:3-kernel:3-stride:1-idskip:0,0.809982
expanded_conv-input:8x8x40-output:8x8x96-expand:6-kernel:3-stride:1-idskip:0,1.41508
expanded_conv-input:8x8x40-output:8x8x96-expand:3-kernel:5-stride:1-idskip:0,0.836125
expanded_conv-input:8x8x40-output:8x8x96-expand:6-kernel:5-stride:1-idskip:0,1.43236
expanded_conv-input:8x8x40-output:8x8x96-expand:3-kernel:7-stride:1-idskip:0,0.865034
expanded_conv-input:8x8x40-output:8x8x96-expand:6-kernel:7-stride:1-idskip:0,1.59162
expanded_conv-input:8x8x40-output:4x4x96-expand:3-kernel:3-stride:2-idskip:0,0.552497
expanded_conv-input:8x8x40-output:4x4x96-expand:6-kernel:3-stride:2-idskip:0,0.938627
expanded_conv-input:8x8x40-output:4x4x96-expand:3-kernel:5-stride:2-idskip:0,0.571711
expanded_conv-input:8x8x40-output:4x4x96-expand:6-kernel:5-stride:2-idskip:0,1.00414
expanded_conv-input:8x8x40-output:4x4x96-expand:3-kernel:7-stride:2-idskip:0,0.627099
expanded_conv-input:8x8x40-output:4x4x96-expand:6-kernel:7-stride:2-idskip:0,1.05688
expanded_conv-input:4x4x40-output:4x4x96-expand:3-kernel:3-stride:1-idskip:0,0.481921
expanded_conv-input:4x4x40-output:4x4x96-expand:6-kernel:3-stride:1-idskip:0,0.762214
expanded_conv-input:4x4x40-output:4x4x96-expand:3-kernel:5-stride:1-idskip:0,0.501727
expanded_conv-input:4x4x40-output:4x4x96-expand:6-kernel:5-stride:1-idskip:0,0.696253
expanded_conv-input:4x4x40-output:4x4x96-expand:3-kernel:7-stride:1-idskip:0,0.472028
expanded_conv-input:4x4x40-output:4x4x96-expand:6-kernel:7-stride:1-idskip:0,0.775328
expanded_conv-input:4x4x40-output:2x2x96-expand:3-kernel:3-stride:2-idskip:0,0.516854
expanded_conv-input:4x4x40-output:2x2x96-expand:6-kernel:3-stride:2-idskip:0,0.656074
expanded_conv-input:4x4x40-output:2x2x96-expand:3-kernel:5-stride:2-idskip:0,0.557199
expanded_conv-input:4x4x40-output:2x2x96-expand:6-kernel:5-stride:2-idskip:0,0.667274
expanded_conv-input:4x4x40-output:2x2x96-expand:3-kernel:7-stride:2-idskip:0,0.522937
expanded_conv-input:4x4x40-output:2x2x96-expand:6-kernel:7-stride:2-idskip:0,0.697203
expanded_conv-input:2x2x40-output:2x2x96-expand:3-kernel:3-stride:1-idskip:0,0.507958
expanded_conv-input:2x2x40-output:2x2x96-expand:6-kernel:3-stride:1-idskip:0,0.731231
expanded_conv-input:2x2x40-output:2x2x96-expand:3-kernel:5-stride:1-idskip:0,0.475688
expanded_conv-input:2x2x40-output:2x2x96-expand:6-kernel:5-stride:1-idskip:0,0.706287
expanded_conv-input:2x2x40-output:2x2x96-expand:3-kernel:7-stride:1-idskip:0,0.451058
expanded_conv-input:2x2x40-output:2x2x96-expand:6-kernel:7-stride:1-idskip:0,0.755891
expanded_conv-input:2x2x40-output:1x1x96-expand:3-kernel:3-stride:2-idskip:0,0.276958
expanded_conv-input:2x2x40-output:1x1x96-expand:6-kernel:3-stride:2-idskip:0,0.334037
expanded_conv-input:2x2x40-output:1x1x96-expand:3-kernel:5-stride:2-idskip:0,0.31674
expanded_conv-input:2x2x40-output:1x1x96-expand:6-kernel:5-stride:2-idskip:0,0.349927
expanded_conv-input:2x2x40-output:1x1x96-expand:3-kernel:7-stride:2-idskip:0,0.280486
expanded_conv-input:2x2x40-output:1x1x96-expand:6-kernel:7-stride:2-idskip:0,0.384078
expanded_conv-input:32x32x40-output:32x32x192-expand:3-kernel:3-stride:1-idskip:0,11.3443
expanded_conv-input:32x32x40-output:32x32x192-expand:6-kernel:3-stride:1-idskip:0,21.9907
expanded_conv-input:32x32x40-output:32x32x192-expand:3-kernel:5-stride:1-idskip:0,11.6324
expanded_conv-input:32x32x40-output:32x32x192-expand:6-kernel:5-stride:1-idskip:0,22.7546
expanded_conv-input:32x32x40-output:32x32x192-expand:3-kernel:7-stride:1-idskip:0,12.6206
expanded_conv-input:32x32x40-output:32x32x192-expand:6-kernel:7-stride:1-idskip:0,24.8411
expanded_conv-input:32x32x40-output:16x16x192-expand:3-kernel:3-stride:2-idskip:0,4.61532
expanded_conv-input:32x32x40-output:16x16x192-expand:6-kernel:3-stride:2-idskip:0,8.7292
expanded_conv-input:32x32x40-output:16x16x192-expand:3-kernel:5-stride:2-idskip:0,4.78409
expanded_conv-input:32x32x40-output:16x16x192-expand:6-kernel:5-stride:2-idskip:0,9.18402
expanded_conv-input:32x32x40-output:16x16x192-expand:3-kernel:7-stride:2-idskip:0,5.18818
expanded_conv-input:32x32x40-output:16x16x192-expand:6-kernel:7-stride:2-idskip:0,9.77992
expanded_conv-input:16x16x40-output:16x16x192-expand:3-kernel:3-stride:1-idskip:0,3.05708
expanded_conv-input:16x16x40-output:16x16x192-expand:6-kernel:3-stride:1-idskip:0,5.88681
expanded_conv-input:16x16x40-output:16x16x192-expand:3-kernel:5-stride:1-idskip:0,3.16386
expanded_conv-input:16x16x40-output:16x16x192-expand:6-kernel:5-stride:1-idskip:0,6.13806
expanded_conv-input:16x16x40-output:16x16x192-expand:3-kernel:7-stride:1-idskip:0,3.45947
expanded_conv-input:16x16x40-output:16x16x192-expand:6-kernel:7-stride:1-idskip:0,6.45561
expanded_conv-input:16x16x40-output:8x8x192-expand:3-kernel:3-stride:2-idskip:0,1.62257
expanded_conv-input:16x16x40-output:8x8x192-expand:6-kernel:3-stride:2-idskip:0,2.93668
expanded_conv-input:16x16x40-output:8x8x192-expand:3-kernel:5-stride:2-idskip:0,1.62667
expanded_conv-input:16x16x40-output:8x8x192-expand:6-kernel:5-stride:2-idskip:0,3.00743
expanded_conv-input:16x16x40-output:8x8x192-expand:3-kernel:7-stride:2-idskip:0,1.74259
expanded_conv-input:16x16x40-output:8x8x192-expand:6-kernel:7-stride:2-idskip:0,3.16563
expanded_conv-input:8x8x40-output:8x8x192-expand:3-kernel:3-stride:1-idskip:0,1.23884
expanded_conv-input:8x8x40-output:8x8x192-expand:6-kernel:3-stride:1-idskip:0,2.23165
expanded_conv-input:8x8x40-output:8x8x192-expand:3-kernel:5-stride:1-idskip:0,1.23949
expanded_conv-input:8x8x40-output:8x8x192-expand:6-kernel:5-stride:1-idskip:0,2.3344
expanded_conv-input:8x8x40-output:8x8x192-expand:3-kernel:7-stride:1-idskip:0,1.25043
expanded_conv-input:8x8x40-output:8x8x192-expand:6-kernel:7-stride:1-idskip:0,2.42955
expanded_conv-input:8x8x40-output:4x4x192-expand:3-kernel:3-stride:2-idskip:0,0.547441
expanded_conv-input:8x8x40-output:4x4x192-expand:6-kernel:3-stride:2-idskip:0,0.950775
expanded_conv-input:8x8x40-output:4x4x192-expand:3-kernel:5-stride:2-idskip:0,0.564508
expanded_conv-input:8x8x40-output:4x4x192-expand:6-kernel:5-stride:2-idskip:0,0.999763
expanded_conv-input:8x8x40-output:4x4x192-expand:3-kernel:7-stride:2-idskip:0,0.61333
expanded_conv-input:8x8x40-output:4x4x192-expand:6-kernel:7-stride:2-idskip:0,1.05266
expanded_conv-input:4x4x40-output:4x4x192-expand:3-kernel:3-stride:1-idskip:0,0.507681
expanded_conv-input:4x4x40-output:4x4x192-expand:6-kernel:3-stride:1-idskip:0,0.702578
expanded_conv-input:4x4x40-output:4x4x192-expand:3-kernel:5-stride:1-idskip:0,0.495336
expanded_conv-input:4x4x40-output:4x4x192-expand:6-kernel:5-stride:1-idskip:0,0.719558
expanded_conv-input:4x4x40-output:4x4x192-expand:3-kernel:7-stride:1-idskip:0,0.495925
expanded_conv-input:4x4x40-output:4x4x192-expand:6-kernel:7-stride:1-idskip:0,0.801674
expanded_conv-input:4x4x40-output:2x2x192-expand:3-kernel:3-stride:2-idskip:0,0.425998
expanded_conv-input:4x4x40-output:2x2x192-expand:6-kernel:3-stride:2-idskip:0,0.703462
expanded_conv-input:4x4x40-output:2x2x192-expand:3-kernel:5-stride:2-idskip:0,0.56425
expanded_conv-input:4x4x40-output:2x2x192-expand:6-kernel:5-stride:2-idskip:0,0.712367
expanded_conv-input:4x4x40-output:2x2x192-expand:3-kernel:7-stride:2-idskip:0,0.471708
expanded_conv-input:4x4x40-output:2x2x192-expand:6-kernel:7-stride:2-idskip:0,0.703497
expanded_conv-input:2x2x40-output:2x2x192-expand:3-kernel:3-stride:1-idskip:0,0.435719
expanded_conv-input:2x2x40-output:2x2x192-expand:6-kernel:3-stride:1-idskip:0,0.68929
expanded_conv-input:2x2x40-output:2x2x192-expand:3-kernel:5-stride:1-idskip:0,0.444005
expanded_conv-input:2x2x40-output:2x2x192-expand:6-kernel:5-stride:1-idskip:0,0.713822
expanded_conv-input:2x2x40-output:2x2x192-expand:3-kernel:7-stride:1-idskip:0,0.505976
expanded_conv-input:2x2x40-output:2x2x192-expand:6-kernel:7-stride:1-idskip:0,0.736378
expanded_conv-input:2x2x40-output:1x1x192-expand:3-kernel:3-stride:2-idskip:0,0.303459
expanded_conv-input:2x2x40-output:1x1x192-expand:6-kernel:3-stride:2-idskip:0,0.37371
expanded_conv-input:2x2x40-output:1x1x192-expand:3-kernel:5-stride:2-idskip:0,0.272564
expanded_conv-input:2x2x40-output:1x1x192-expand:6-kernel:5-stride:2-idskip:0,0.359129
expanded_conv-input:2x2x40-output:1x1x192-expand:3-kernel:7-stride:2-idskip:0,0.278303
expanded_conv-input:2x2x40-output:1x1x192-expand:6-kernel:7-stride:2-idskip:0,0.346992
expanded_conv-input:32x32x40-output:32x32x320-expand:3-kernel:3-stride:1-idskip:0,16.8014
expanded_conv-input:32x32x40-output:32x32x320-expand:6-kernel:3-stride:1-idskip:0,33.1178
expanded_conv-input:32x32x40-output:32x32x320-expand:3-kernel:5-stride:1-idskip:0,17.1075
expanded_conv-input:32x32x40-output:32x32x320-expand:6-kernel:5-stride:1-idskip:0,33.8497
expanded_conv-input:32x32x40-output:32x32x320-expand:3-kernel:7-stride:1-idskip:0,18.0758
expanded_conv-input:32x32x40-output:32x32x320-expand:6-kernel:7-stride:1-idskip:0,35.8764
expanded_conv-input:32x32x40-output:16x16x320-expand:3-kernel:3-stride:2-idskip:0,6.09087
expanded_conv-input:32x32x40-output:16x16x320-expand:6-kernel:3-stride:2-idskip:0,11.8622
expanded_conv-input:32x32x40-output:16x16x320-expand:3-kernel:5-stride:2-idskip:0,6.2969
expanded_conv-input:32x32x40-output:16x16x320-expand:6-kernel:5-stride:2-idskip:0,12.203
expanded_conv-input:32x32x40-output:16x16x320-expand:3-kernel:7-stride:2-idskip:0,6.58044
expanded_conv-input:32x32x40-output:16x16x320-expand:6-kernel:7-stride:2-idskip:0,12.8895
expanded_conv-input:16x16x40-output:16x16x320-expand:3-kernel:3-stride:1-idskip:0,4.58143
expanded_conv-input:16x16x40-output:16x16x320-expand:6-kernel:3-stride:1-idskip:0,9.00982
expanded_conv-input:16x16x40-output:16x16x320-expand:3-kernel:5-stride:1-idskip:0,4.65462
expanded_conv-input:16x16x40-output:16x16x320-expand:6-kernel:5-stride:1-idskip:0,9.16902
expanded_conv-input:16x16x40-output:16x16x320-expand:3-kernel:7-stride:1-idskip:0,4.92765
expanded_conv-input:16x16x40-output:16x16x320-expand:6-kernel:7-stride:1-idskip:0,9.67009
expanded_conv-input:16x16x40-output:8x8x320-expand:3-kernel:3-stride:2-idskip:0,1.81578
expanded_conv-input:16x16x40-output:8x8x320-expand:6-kernel:3-stride:2-idskip:0,3.45854
expanded_conv-input:16x16x40-output:8x8x320-expand:3-kernel:5-stride:2-idskip:0,1.84275
expanded_conv-input:16x16x40-output:8x8x320-expand:6-kernel:5-stride:2-idskip:0,3.44429
expanded_conv-input:16x16x40-output:8x8x320-expand:3-kernel:7-stride:2-idskip:0,1.94469
